epoch,train_loss,val_loss,val_accuracy
1,0.9487599703087204,0.7665032327175141,63.43042071197411
2,0.6783316991795069,0.6135343909263611,70.55016181229773
3,0.5952582225717348,0.8547162413597107,58.57605177993528
4,0.56101681069396,0.7112670123577118,69.25566343042071
5,0.5234438009645747,1.511294710636139,45.954692556634306
6,0.4858212299730586,0.5161562561988831,77.66990291262135
7,0.4140825828259019,0.6283924490213394,72.49190938511327
8,0.42792798578739166,0.8884559571743011,57.605177993527505
9,0.3837264747112647,0.5293878734111785,76.37540453074433
10,0.3536729175468971,0.493663826584816,78.31715210355988
11,0.28031044239285346,0.47982107251882555,80.2588996763754
12,0.25088174803846186,0.53507499396801,75.72815533980582
13,0.22888302203567548,0.5006165266036987,77.66990291262135
14,0.19773014960275298,0.6321379080414772,79.6116504854369
15,0.18287325380691166,0.5235597118735313,81.22977346278317
16,0.1667815569531301,0.4547678932547569,81.22977346278317
17,0.15405617513019462,0.5546901479363442,81.87702265372168
18,0.13068560992592368,1.1034591346979141,74.11003236245955
19,0.11893594556156246,0.5668229222297668,80.90614886731392
20,0.10929493865148089,0.5487638339400291,80.58252427184466
21,0.0607576675060066,0.6360554337501526,82.84789644012945
22,0.05219204743103734,0.5656837597489357,81.87702265372168
23,0.04546641259743222,0.7284542202949524,81.87702265372168
24,0.03319626113121537,0.6722045034170151,83.81877022653721
25,0.0271419268703602,0.7369965262711048,82.52427184466019
26,0.02792221994738726,0.6909340389072895,83.1715210355987
27,0.019325606680164736,0.7572222068905831,83.81877022653721
28,0.015470681852867142,0.7388844281435013,82.52427184466019
29,0.012619811555788178,0.8844194114208221,82.84789644012945
30,0.013042151552608943,0.8215553015470505,81.22977346278317
31,0.011822700328541514,0.8546690061688423,82.52427184466019
32,0.007946213358081877,0.8507881946861744,83.1715210355987
33,0.00518682345964721,0.8553458109498024,82.84789644012945
34,0.005867025844388823,0.8689504258334637,83.49514563106796
35,0.005229685337305465,0.8459763824939728,84.14239482200647
36,0.004371044847207016,0.9012361548840999,83.1715210355987
37,0.007210697608497449,0.9714254066348076,82.20064724919094
38,0.014710917040550461,0.8778605610132217,82.84789644012945
39,0.0078365353622538,0.9799819260835647,80.2588996763754
40,0.00413090326346928,0.9045556113123894,82.52427184466019
