path,age,gender,age_cat
common_voice_pl_20702599.mp3,twenties,female_feminine,0
common_voice_pl_20736665.mp3,thirties,female_feminine,1
common_voice_pl_20695590.mp3,thirties,female_feminine,1
common_voice_pl_36668754.mp3,thirties,female_feminine,1
common_voice_pl_21691561.mp3,thirties,female_feminine,1
common_voice_pl_21770681.mp3,thirties,female_feminine,1
common_voice_pl_20680737.mp3,twenties,female_feminine,0
common_voice_pl_20644142.mp3,thirties,female_feminine,1
common_voice_pl_21663905.mp3,twenties,female_feminine,0
common_voice_pl_21642312.mp3,twenties,female_feminine,0
common_voice_pl_21767400.mp3,twenties,female_feminine,0
common_voice_pl_20712065.mp3,twenties,female_feminine,0
common_voice_pl_21866919.mp3,twenties,female_feminine,0
common_voice_pl_21752807.mp3,thirties,female_feminine,1
common_voice_pl_20736867.mp3,twenties,female_feminine,0
common_voice_pl_20660513.mp3,thirties,female_feminine,1
common_voice_pl_20678926.mp3,fourties,female_feminine,1
common_voice_pl_21711061.mp3,thirties,female_feminine,1
common_voice_pl_21651735.mp3,twenties,female_feminine,0
common_voice_pl_20790263.mp3,twenties,female_feminine,0
common_voice_pl_20700527.mp3,twenties,female_feminine,0
common_voice_pl_20950958.mp3,thirties,female_feminine,1
common_voice_pl_25449941.mp3,twenties,female_feminine,0
common_voice_pl_21632732.mp3,twenties,female_feminine,0
common_voice_pl_30543079.mp3,twenties,female_feminine,0
common_voice_pl_21709359.mp3,twenties,female_feminine,0
common_voice_pl_20699769.mp3,thirties,female_feminine,1
common_voice_pl_20881321.mp3,thirties,female_feminine,1
common_voice_pl_25449734.mp3,twenties,female_feminine,0
common_voice_pl_21731489.mp3,twenties,female_feminine,0
common_voice_pl_21709950.mp3,thirties,female_feminine,1
common_voice_pl_26353154.mp3,twenties,female_feminine,0
common_voice_pl_20666273.mp3,thirties,female_feminine,1
common_voice_pl_21644615.mp3,twenties,female_feminine,0
common_voice_pl_26958244.mp3,thirties,female_feminine,1
common_voice_pl_20740130.mp3,thirties,female_feminine,1
common_voice_pl_21752847.mp3,thirties,female_feminine,1
common_voice_pl_22301435.mp3,twenties,female_feminine,0
