path,age,gender,age_cat
common_voice_pl_20654174.mp3,nineties,male_masculine,2
common_voice_pl_20647104.mp3,nineties,male_masculine,2
common_voice_pl_24677278.mp3,fifties,male_masculine,2
common_voice_pl_24495641.mp3,fifties,male_masculine,2
common_voice_pl_20642761.mp3,nineties,male_masculine,2
common_voice_pl_20641916.mp3,thirties,male_masculine,1
common_voice_pl_24496337.mp3,fifties,male_masculine,2
common_voice_pl_22911181.mp3,twenties,male_masculine,0
common_voice_pl_23622052.mp3,thirties,male_masculine,1
common_voice_pl_20701210.mp3,twenties,male_masculine,0
common_voice_pl_20685828.mp3,nineties,male_masculine,2
common_voice_pl_24496014.mp3,fifties,male_masculine,2
common_voice_pl_20642735.mp3,nineties,male_masculine,2
common_voice_pl_20773271.mp3,twenties,male_masculine,0
common_voice_pl_20615458.mp3,twenties,male_masculine,0
common_voice_pl_20871842.mp3,thirties,male_masculine,1
common_voice_pl_21724443.mp3,thirties,male_masculine,1
common_voice_pl_21626187.mp3,thirties,male_masculine,1
common_voice_pl_23622076.mp3,thirties,male_masculine,1
common_voice_pl_27585660.mp3,twenties,male_masculine,0
common_voice_pl_22644344.mp3,twenties,male_masculine,0
common_voice_pl_21610443.mp3,thirties,male_masculine,1
common_voice_pl_20685970.mp3,fourties,male_masculine,1
common_voice_pl_24496272.mp3,fifties,male_masculine,2
common_voice_pl_20685934.mp3,nineties,male_masculine,2
common_voice_pl_20807992.mp3,twenties,male_masculine,0
common_voice_pl_24450248.mp3,fifties,male_masculine,2
common_voice_pl_20645331.mp3,nineties,male_masculine,2
common_voice_pl_20625203.mp3,twenties,male_masculine,0
common_voice_pl_20674963.mp3,twenties,male_masculine,0
common_voice_pl_20621124.mp3,twenties,male_masculine,0
common_voice_pl_20642870.mp3,nineties,male_masculine,2
common_voice_pl_20892741.mp3,thirties,male_masculine,1
common_voice_pl_40176687.mp3,thirties,male_masculine,1
common_voice_pl_22457176.mp3,teens,male_masculine,0
common_voice_pl_21626419.mp3,thirties,male_masculine,1
common_voice_pl_24457497.mp3,fifties,male_masculine,2
common_voice_pl_24456068.mp3,twenties,male_masculine,0
common_voice_pl_22353326.mp3,twenties,male_masculine,0
common_voice_pl_20730717.mp3,twenties,male_masculine,0
common_voice_pl_20671675.mp3,twenties,male_masculine,0
common_voice_pl_20685962.mp3,nineties,male_masculine,2
common_voice_pl_20652611.mp3,thirties,male_masculine,1
common_voice_pl_23817853.mp3,twenties,male_masculine,0
common_voice_pl_23884003.mp3,twenties,male_masculine,0
common_voice_pl_20685751.mp3,fourties,male_masculine,1
common_voice_pl_21464034.mp3,teens,male_masculine,0
common_voice_pl_20642963.mp3,nineties,male_masculine,2
common_voice_pl_21270305.mp3,thirties,male_masculine,1
common_voice_pl_20654368.mp3,nineties,male_masculine,2
common_voice_pl_22233144.mp3,thirties,male_masculine,1
common_voice_pl_20622752.mp3,twenties,male_masculine,0
common_voice_pl_29575911.mp3,thirties,male_masculine,1
common_voice_pl_20760621.mp3,fourties,male_masculine,1
common_voice_pl_20888238.mp3,thirties,male_masculine,1
common_voice_pl_20656423.mp3,twenties,male_masculine,0
common_voice_pl_26668774.mp3,fourties,male_masculine,1
common_voice_pl_25049698.mp3,teens,male_masculine,0
common_voice_pl_20881033.mp3,thirties,male_masculine,1
common_voice_pl_20644940.mp3,nineties,male_masculine,2
common_voice_pl_20618586.mp3,fifties,male_masculine,2
common_voice_pl_38655585.mp3,twenties,male_masculine,0
common_voice_pl_20650308.mp3,twenties,male_masculine,0
common_voice_pl_22747776.mp3,twenties,male_masculine,0
common_voice_pl_20645238.mp3,nineties,male_masculine,2
common_voice_pl_20655971.mp3,twenties,male_masculine,0
common_voice_pl_30721025.mp3,teens,male_masculine,0
common_voice_pl_39606944.mp3,thirties,male_masculine,1
common_voice_pl_20663676.mp3,thirties,male_masculine,1
common_voice_pl_21627089.mp3,thirties,male_masculine,1
common_voice_pl_21695551.mp3,teens,male_masculine,0
common_voice_pl_20685210.mp3,fourties,male_masculine,1
common_voice_pl_20685542.mp3,fourties,male_masculine,1
common_voice_pl_20647136.mp3,nineties,male_masculine,2
common_voice_pl_20644994.mp3,nineties,male_masculine,2
common_voice_pl_21087637.mp3,thirties,male_masculine,1
common_voice_pl_20675347.mp3,twenties,male_masculine,0
common_voice_pl_20620381.mp3,twenties,male_masculine,0
common_voice_pl_20685884.mp3,nineties,male_masculine,2
